PersonId,MetricDate,Meeting hours,Meetings,Summarize chat actions taken using Copilot in Teams,Total chat conversations summarized by Copilot in Teams,Compose chat message actions taken using Copilot in Teams,Copilot actions taken in Copilot chat (work),Copilot actions taken in Excel,Copilot actions taken in Outlook,Copilot actions taken in Powerpoint,Copilot actions taken in Teams,Copilot actions taken in Word,Days of active Copilot usage in Excel,Days of active Copilot usage in Loop,Days of active Copilot usage in OneNote,Days of active Copilot usage in Outlook,Days of active Copilot usage in Powerpoint,Days of active Copilot usage in Teams,Days of active Copilot usage in Word,Days of active Copilot chat (work) usage,Copilot chat (work) prompts submitted,Copilot chat (work) enabled days,Copilot enabled days for Power Platform connectors,Copilot enabled days for Productivity App,Copilot enabled days for Intelligent Search,Copilot enabled days for Teams,Draft Word document actions taken using Copilot,Summarize Word document actions taken using Copilot in Word,Email coaching actions taken using Copilot,Generate email draft actions taken using Copilot in Outlook,Summarize email thread actions taken using Copilot in Outlook,Total emails sent using Copilot in Outlook,Excel analysis actions taken using Copilot,Excel formatting actions taken using Copilot,Create Excel formula actions taken using Copilot,Meeting hours summarized by Copilot in Teams,Summarize meeting actions taken using Copilot in Teams,Total meetings summarized by Copilot in Teams,Summarize presentation actions taken using Copilot in PowerPoint,Create presentation actions taken using Copilot,Rewrite text actions taken using Copilot in Word,Total Copilot active days,Total Copilot enabled days,FunctionType,Organization,WeekendDays,IsActive
bd698be7-9fc5-34f9-9a74-3a47d689cde1,7/23/2023,7.75,12.25,10,3,8,7,2,9,1,6,6,4,1,3,6,3,4,2,2,3,5,1,0,3,2,7,8,9,9,7,8,3,0,4,7,8,10,4,5,10,3,5,IT,HR,"[SUNDAY, SATURDAY]",TRUE
2308fcd0-fb6c-3482-a880-78c2672e5fb4,7/23/2023,23,38.7,8,3,9,8,6,3,4,0,7,7,9,7,6,5,8,6,10,8,4,8,1,0,9,3,3,4,1,8,4,8,4,7,3,1,3,5,10,0,5,9,G_and_A,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
205b152a-0808-3748-9352-e30e3f083ed1,7/23/2023,7,9,5,4,5,3,0,6,9,8,9,10,4,4,5,10,7,8,7,10,6,5,9,3,5,10,5,2,6,3,5,4,9,8,2,1,4,1,1,1,9,3,R_and_D,Finance,"[SUNDAY, SATURDAY]",TRUE
f8fda517-19a0-33ce-a003-6e9293950984,7/23/2023,17.5,21.380953,6,8,4,8,9,5,5,5,1,0,1,1,4,4,2,9,7,3,3,8,2,9,2,5,7,8,7,2,0,8,10,4,2,6,5,8,3,3,10,2,Customer_Service,HR,"[SUNDAY, SATURDAY]",TRUE
0f177661-3f9f-349d-a1f1-7b45ab8bd6f1,7/23/2023,12.5,16.5,3,4,2,5,4,8,9,2,7,4,10,6,1,0,4,1,0,3,8,7,9,2,6,3,3,0,3,0,2,1,1,1,7,0,7,9,6,8,10,2,Analytics,HR,"[SUNDAY, SATURDAY]",TRUE
834c6414-8fa2-324f-97e8-90b771a9cfe2,7/23/2023,13.75,16.133333,1,10,7,8,9,8,10,9,5,5,4,10,10,0,10,8,0,8,9,2,9,5,0,5,10,0,1,10,4,1,4,4,0,1,8,8,7,9,8,6,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
96c9facc-cce5-31ab-8a70-9c3cb5a3cac8,7/23/2023,34.25,17.641666,6,7,1,6,2,5,5,7,10,8,6,1,1,1,8,2,9,7,0,5,8,9,2,2,0,3,6,1,10,4,7,0,7,5,7,6,1,6,10,2,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
a6777a8d-9832-371a-ad7c-ef8c4695ed46,7/23/2023,5,6,6,1,3,1,2,7,4,6,7,6,0,4,9,7,5,7,3,6,9,1,4,0,8,3,2,10,9,8,10,10,8,6,1,2,1,7,1,10,9,3,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
815dc3f0-61f6-3a30-a29b-213d7091692e,7/23/2023,52.25,27.822914,2,6,1,4,4,3,4,4,4,8,7,8,6,6,7,5,3,10,10,6,10,5,10,5,1,7,1,3,4,1,8,9,2,8,1,5,5,8,1,7,Analytics,CEO,"[SUNDAY, SATURDAY]",TRUE
d2e1b9c8-645e-363c-af11-51b77f2c769e,7/23/2023,14,16.8,9,5,1,4,2,1,7,1,4,5,1,5,7,7,2,7,6,10,8,8,7,5,1,6,3,0,5,8,6,5,0,2,2,10,6,1,2,4,3,9,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
64950e3d-4479-3ff8-86f0-610631f8c8c9,7/23/2023,13.75,27.633331,7,7,8,2,0,9,2,7,2,2,7,2,5,6,1,5,1,6,4,9,10,0,6,10,7,4,2,5,7,6,10,6,6,2,1,5,10,4,9,5,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
c75f0422-466b-3386-9d53-ef45db589c37,7/23/2023,29.75,51.24762,6,10,0,0,7,5,3,0,9,0,10,10,5,0,7,5,3,10,2,5,8,1,9,7,7,9,2,8,0,3,10,10,2,5,2,4,0,8,4,0,Analytics,Finance,"[SUNDAY, SATURDAY]",TRUE
e28fe7e4-56a5-3d52-80ed-3cf702995320,7/23/2023,26.5,52.252377,9,0,5,10,3,3,0,6,7,7,2,2,1,6,6,10,10,3,2,0,0,1,6,3,4,10,7,1,10,1,9,5,6,6,7,10,8,0,1,4,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
f48e53a8-00c5-3e78-b5d5-0b996260be9d,7/23/2023,13,20.775,1,10,2,9,9,2,10,4,4,4,5,1,9,0,5,2,8,6,2,4,6,9,5,0,8,10,3,7,9,10,3,2,2,4,4,0,3,2,1,2,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
9bb1bf5a-4d66-3ec6-add4-c23f38be2fe6,7/23/2023,31.5,14.479167,1,2,7,0,10,3,3,9,1,5,10,7,5,5,5,7,5,5,3,7,10,6,1,1,9,4,2,6,1,5,3,8,8,5,9,10,8,4,10,9,Customer_Service,Finance,"[SUNDAY, SATURDAY]",TRUE
e75b1caf-2b93-3d45-a872-c9f0a2061e56,7/23/2023,16,25.05476,10,2,4,4,5,8,10,10,10,8,1,9,10,4,1,0,4,8,1,8,6,5,2,2,6,8,7,0,4,1,1,10,0,4,5,2,5,0,1,8,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
9d709686-f3e9-331e-b920-64e879fd7b00,7/23/2023,33.25,43.936108,5,9,2,5,9,3,7,4,5,3,3,6,6,1,8,8,7,2,4,8,3,6,3,2,9,7,5,4,5,9,1,10,0,0,5,1,4,6,5,7,Analytics,Product,"[SUNDAY, SATURDAY]",TRUE
5baddb51-5f55-3e67-97a5-6462bbbf0d64,7/23/2023,15.75,19.8,2,10,9,10,6,6,2,10,9,7,7,7,2,7,5,10,5,5,2,3,6,7,4,8,2,8,0,0,3,5,0,2,4,9,4,2,10,6,0,7,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
4b8c3979-ac9b-3311-af18-3f150262e796,7/23/2023,13,15.566666,4,5,3,4,8,1,4,3,9,1,3,9,1,7,10,7,7,1,9,1,6,6,5,9,8,7,2,8,7,8,0,10,10,8,2,6,1,3,9,9,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
bfe8421e-feab-36af-9e1a-d2cba8986426,7/23/2023,15.25,20.9,2,8,4,9,4,2,2,8,3,7,7,5,10,0,3,5,2,7,0,7,10,8,2,10,4,10,9,10,7,10,8,9,2,0,5,1,8,9,4,4,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
c9499f58-9942-32c2-8d48-f31a28176105,7/23/2023,5,6,10,7,7,5,5,7,9,3,2,1,10,5,10,2,10,10,9,7,9,0,2,4,10,6,6,2,5,10,5,10,8,9,6,6,2,9,9,7,9,7,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
efb4485c-f613-3e2c-92bd-62a4c6be70ca,7/23/2023,15.5,19.344446,6,5,5,6,4,6,3,0,4,1,8,4,0,8,3,6,4,5,2,2,9,0,7,5,8,0,7,10,7,1,2,0,2,9,9,8,9,7,2,8,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
ae0738a4-aa59-38ec-8041-2a34ba3da9a0,7/23/2023,47,41.20625,9,10,1,4,6,0,1,3,0,0,1,7,2,8,7,8,10,2,2,3,9,1,1,0,2,7,3,6,3,9,4,2,4,9,2,10,4,6,10,2,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
0f0cd4b5-0b59-396f-9854-7c33a36e1a71,7/23/2023,18,22.091667,4,0,1,9,0,0,8,10,10,1,9,1,1,9,2,1,3,4,3,9,10,8,0,5,1,5,9,6,3,7,6,7,7,4,0,2,5,0,10,7,Sales,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
668f126e-ffd7-34f7-a61d-c0967a6ed37b,7/23/2023,65.25,43.32539,8,0,4,1,7,5,4,8,9,5,9,1,3,5,4,7,3,7,0,5,6,5,4,3,9,2,4,6,2,5,3,2,0,0,7,9,4,2,10,1,Customer_Service,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
cfb29a01-5384-35d0-8c3e-1f3f662dfe01,7/23/2023,30.25,46.719444,6,8,3,8,10,0,9,8,2,0,7,3,2,5,5,5,0,9,2,5,2,7,2,5,3,9,3,2,1,5,10,4,6,2,6,5,5,7,1,4,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
5331908b-691b-3124-bdae-4ed8fa285474,7/23/2023,15,20,5,8,8,7,1,5,10,7,1,4,8,4,3,1,0,2,1,5,8,8,4,8,9,10,3,1,8,1,7,10,0,1,5,5,4,9,10,2,2,1,R_and_D,HR,"[SUNDAY, SATURDAY]",TRUE
8194bd05-0e6b-3436-8b29-e5b56f74d5b3,7/30/2023,9,12.166666,7,7,7,3,0,6,10,7,9,0,6,9,9,3,6,9,6,8,9,3,3,2,3,4,9,4,0,8,9,7,2,2,8,8,3,6,0,8,0,9,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
eb8e9c1e-8208-3190-893b-d24a558e39b5,7/30/2023,16.25,20.412699,8,4,6,0,2,8,3,10,5,7,6,8,6,3,9,9,8,2,10,8,6,1,9,1,2,1,1,2,10,3,2,2,0,5,9,9,9,5,0,2,Customer_Service,HR,"[SUNDAY, SATURDAY]",TRUE
bd698be7-9fc5-34f9-9a74-3a47d689cde1,7/30/2023,8.75,14.5,5,5,9,4,9,2,6,2,6,3,6,1,8,7,8,2,10,6,2,5,8,3,7,2,1,1,0,2,6,6,0,3,8,0,0,6,5,10,3,2,IT,HR,"[SUNDAY, SATURDAY]",TRUE
2308fcd0-fb6c-3482-a880-78c2672e5fb4,7/30/2023,24.75,45.16904,8,6,10,3,8,7,9,5,4,3,4,3,3,3,10,6,9,10,7,2,8,5,1,4,6,7,9,8,0,3,0,8,3,10,1,10,1,9,0,7,G_and_A,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
205b152a-0808-3748-9352-e30e3f083ed1,7/30/2023,5,8.25,6,9,4,6,2,0,6,8,10,3,6,2,4,9,3,1,3,2,1,2,8,5,6,5,6,10,1,10,1,0,5,1,2,5,0,0,5,0,7,3,R_and_D,Finance,"[SUNDAY, SATURDAY]",TRUE
f8fda517-19a0-33ce-a003-6e9293950984,7/30/2023,21,24.14881,10,5,1,0,8,7,6,0,6,9,10,0,2,2,8,8,0,10,4,4,4,0,6,1,9,3,4,2,8,6,9,7,6,8,6,7,9,0,9,9,Customer_Service,HR,"[SUNDAY, SATURDAY]",TRUE
0f177661-3f9f-349d-a1f1-7b45ab8bd6f1,7/30/2023,11.25,11.125,9,2,4,6,5,5,4,6,7,7,1,5,0,3,0,3,4,2,6,8,2,1,8,6,1,6,0,8,8,8,5,9,2,5,6,5,10,9,0,2,Analytics,HR,"[SUNDAY, SATURDAY]",TRUE
834c6414-8fa2-324f-97e8-90b771a9cfe2,7/30/2023,16.75,17.142857,3,2,9,5,3,6,1,1,0,6,1,6,10,0,0,1,6,4,1,1,10,1,10,3,4,3,8,1,7,1,8,3,2,10,6,9,1,7,8,6,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
96c9facc-cce5-31ab-8a70-9c3cb5a3cac8,7/30/2023,35,20.5,0,10,4,7,0,2,7,2,6,9,2,8,3,4,2,0,6,10,0,3,6,3,6,5,5,3,2,5,9,5,1,4,10,5,4,7,0,9,2,7,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
a6777a8d-9832-371a-ad7c-ef8c4695ed46,7/30/2023,8.25,11,1,10,0,6,5,0,7,3,10,1,9,8,3,3,10,9,0,10,8,10,7,2,8,0,0,0,6,2,10,7,5,1,6,3,4,10,4,6,7,5,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
815dc3f0-61f6-3a30-a29b-213d7091692e,7/30/2023,52.25,25.322914,9,3,4,8,4,9,2,7,0,0,4,10,4,10,10,6,7,5,10,4,0,1,2,6,8,7,4,2,9,3,9,8,5,9,9,0,1,7,4,3,Analytics,CEO,"[SUNDAY, SATURDAY]",TRUE
d2e1b9c8-645e-363c-af11-51b77f2c769e,7/30/2023,8.25,10.833333,10,5,10,8,10,0,2,9,7,5,7,9,1,3,0,2,7,3,4,8,5,10,3,1,3,9,5,5,4,8,7,7,3,5,4,8,10,5,9,4,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
64950e3d-4479-3ff8-86f0-610631f8c8c9,7/30/2023,7.5,15.666666,7,5,5,10,10,1,2,3,5,0,10,4,4,10,0,1,4,8,0,6,5,8,4,1,1,8,8,7,3,2,2,8,1,4,6,5,8,8,6,9,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
c75f0422-466b-3386-9d53-ef45db589c37,7/30/2023,29.75,48.874996,0,8,5,1,1,7,4,4,8,3,3,2,3,9,1,9,6,0,6,0,1,3,7,2,10,7,10,1,6,0,0,4,2,2,3,6,0,3,10,3,Analytics,Finance,"[SUNDAY, SATURDAY]",TRUE
e28fe7e4-56a5-3d52-80ed-3cf702995320,7/30/2023,26.25,45.303574,1,6,2,5,10,4,2,2,1,1,8,3,7,3,10,0,7,8,4,3,6,8,4,0,6,0,6,1,3,3,9,10,1,10,5,6,1,5,1,2,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
f48e53a8-00c5-3e78-b5d5-0b996260be9d,7/30/2023,12.5,15,4,9,4,2,1,0,1,4,0,0,7,9,5,1,2,8,3,6,5,9,6,6,5,9,0,1,9,9,10,5,5,1,5,1,9,4,3,7,6,10,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
9bb1bf5a-4d66-3ec6-add4-c23f38be2fe6,7/30/2023,33.25,13.447917,3,9,6,8,10,6,5,2,10,2,6,3,10,8,0,5,4,7,6,5,1,8,2,4,3,10,1,8,4,5,3,8,2,6,8,4,3,7,10,9,Customer_Service,Finance,"[SUNDAY, SATURDAY]",TRUE
e75b1caf-2b93-3d45-a872-c9f0a2061e56,7/30/2023,13.75,23.958334,7,9,8,3,1,5,1,7,4,4,3,1,6,1,0,10,1,9,7,0,1,6,2,0,6,4,8,4,10,9,4,2,7,0,6,5,10,5,6,8,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
9d709686-f3e9-331e-b920-64e879fd7b00,7/30/2023,30.75,46.21428,5,10,4,3,10,4,10,3,3,5,10,1,2,1,10,7,4,2,4,10,2,3,10,10,7,2,2,8,7,1,7,4,9,7,1,5,9,9,6,10,Analytics,Product,"[SUNDAY, SATURDAY]",TRUE
5baddb51-5f55-3e67-97a5-6462bbbf0d64,7/30/2023,12.25,16.785713,10,10,5,6,10,7,5,10,0,4,5,2,4,7,6,9,3,4,7,10,4,2,2,10,6,8,6,4,6,6,2,5,6,7,8,1,5,8,0,8,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
4b8c3979-ac9b-3311-af18-3f150262e796,7/30/2023,10.5,12,4,9,2,4,2,9,2,10,2,8,10,3,5,3,1,2,1,0,9,9,10,5,8,0,7,6,10,1,2,6,1,2,9,3,5,0,5,5,5,2,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
bfe8421e-feab-36af-9e1a-d2cba8986426,7/30/2023,15.5,19.357143,5,5,7,7,3,10,9,0,4,2,0,1,9,8,6,7,6,1,3,4,9,9,5,6,9,1,1,5,3,10,2,3,7,9,3,2,9,0,5,1,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
c9499f58-9942-32c2-8d48-f31a28176105,7/30/2023,9.5,12.196428,6,1,3,6,3,1,5,3,10,3,4,3,3,6,7,0,7,7,4,2,4,1,2,1,4,5,4,2,0,7,4,9,5,2,7,9,5,1,2,2,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
efb4485c-f613-3e2c-92bd-62a4c6be70ca,7/30/2023,12.25,16.791666,4,8,3,10,9,7,3,7,6,4,6,7,9,6,9,3,9,2,9,3,7,5,3,2,7,2,2,8,5,5,0,1,7,7,8,9,1,1,7,3,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
ae0738a4-aa59-38ec-8041-2a34ba3da9a0,7/30/2023,47,51.052082,2,10,1,6,6,9,7,0,6,6,0,2,10,2,8,0,2,0,6,5,9,8,1,9,1,10,6,10,2,0,1,8,1,9,8,7,7,1,5,1,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
0f0cd4b5-0b59-396f-9854-7c33a36e1a71,7/30/2023,9.5,15,9,1,2,10,5,0,2,8,4,0,9,9,9,3,6,10,8,2,7,9,4,5,0,2,0,3,3,6,9,6,4,5,4,8,6,6,0,5,10,10,Sales,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
668f126e-ffd7-34f7-a61d-c0967a6ed37b,7/30/2023,66.75,44.63889,9,4,2,3,1,8,3,5,6,1,3,6,5,1,7,8,10,7,6,4,10,0,0,10,4,0,8,1,4,4,2,6,2,6,6,8,2,3,7,10,Customer_Service,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
cfb29a01-5384-35d0-8c3e-1f3f662dfe01,7/30/2023,24.75,37.46389,3,3,4,5,2,4,9,2,6,1,7,0,10,10,0,8,8,3,7,4,0,2,7,0,3,5,1,8,0,10,3,8,10,4,5,8,9,10,3,2,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
5331908b-691b-3124-bdae-4ed8fa285474,7/30/2023,10.75,13.2,2,7,5,6,9,4,2,3,7,4,6,9,1,8,3,10,0,3,5,8,3,5,4,2,8,9,2,3,3,3,6,9,1,10,8,0,4,5,7,1,R_and_D,HR,"[SUNDAY, SATURDAY]",TRUE
8194bd05-0e6b-3436-8b29-e5b56f74d5b3,8/6/2023,17.5,19.4,8,2,6,7,0,6,10,5,8,3,6,3,2,8,8,1,5,1,10,4,2,9,8,10,8,8,9,2,2,9,0,10,5,4,4,2,5,7,3,2,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
eb8e9c1e-8208-3190-893b-d24a558e39b5,8/6/2023,21.5,21.188889,7,3,8,5,2,5,0,1,5,8,9,9,5,2,7,3,10,0,9,4,5,7,4,9,10,9,8,2,5,9,1,4,10,1,9,9,2,9,7,2,Customer_Service,HR,"[SUNDAY, SATURDAY]",TRUE
bd698be7-9fc5-34f9-9a74-3a47d689cde1,8/6/2023,14.75,17.275,3,1,6,4,6,9,7,5,0,8,2,7,3,2,5,2,4,3,5,8,4,7,0,9,2,8,0,9,10,3,0,2,3,9,9,1,4,1,0,2,IT,HR,"[SUNDAY, SATURDAY]",TRUE
2308fcd0-fb6c-3482-a880-78c2672e5fb4,8/6/2023,22.25,38.173805,10,9,9,1,8,8,4,8,5,8,1,8,5,0,2,9,6,4,4,0,1,7,10,5,4,1,6,0,1,5,7,8,9,5,3,1,0,5,9,6,G_and_A,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
205b152a-0808-3748-9352-e30e3f083ed1,8/6/2023,12,13.055555,2,10,5,7,10,0,5,7,0,9,10,8,6,9,0,2,5,9,7,9,1,8,8,10,8,0,2,7,4,4,8,4,1,8,2,9,5,2,6,2,R_and_D,Finance,"[SUNDAY, SATURDAY]",TRUE
f8fda517-19a0-33ce-a003-6e9293950984,8/6/2023,13.25,16.8,5,10,4,1,1,1,1,5,2,4,6,9,4,5,4,2,0,7,1,2,9,8,8,8,3,9,2,2,4,3,6,6,5,2,0,3,5,8,4,5,Customer_Service,HR,"[SUNDAY, SATURDAY]",TRUE
0f177661-3f9f-349d-a1f1-7b45ab8bd6f1,8/6/2023,21.75,18.191666,9,6,7,9,0,7,6,7,8,0,7,1,8,10,2,1,2,2,9,9,4,0,5,1,0,0,1,2,2,6,3,0,0,6,9,2,0,4,7,1,Analytics,HR,"[SUNDAY, SATURDAY]",TRUE
834c6414-8fa2-324f-97e8-90b771a9cfe2,8/6/2023,11.5,13.6,7,0,5,9,8,5,1,3,7,8,4,5,1,10,9,8,10,10,4,3,4,3,9,4,1,9,8,4,4,8,9,8,5,0,5,1,2,5,7,2,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
96c9facc-cce5-31ab-8a70-9c3cb5a3cac8,8/6/2023,33.5,13.516667,10,3,2,1,6,10,6,0,1,4,0,3,8,3,0,9,6,1,4,1,8,1,0,9,10,7,6,10,8,8,4,4,9,2,1,2,4,9,0,10,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
a6777a8d-9832-371a-ad7c-ef8c4695ed46,8/6/2023,5.75,5,5,0,3,1,0,8,0,9,6,3,6,3,5,6,4,3,8,8,2,1,8,9,5,2,4,5,1,5,7,7,0,9,8,10,4,6,8,2,8,2,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
815dc3f0-61f6-3a30-a29b-213d7091692e,8/6/2023,54.75,26.958334,0,7,1,1,2,5,3,7,0,9,2,5,9,7,3,1,4,8,0,9,8,0,5,2,10,1,2,5,7,5,1,4,10,3,3,4,10,1,8,7,Analytics,CEO,"[SUNDAY, SATURDAY]",TRUE
d2e1b9c8-645e-363c-af11-51b77f2c769e,8/6/2023,20.25,17.177778,7,6,5,0,0,6,3,2,2,8,7,6,2,0,1,0,7,2,3,2,1,6,10,3,9,6,8,3,1,6,9,9,7,5,8,8,1,7,4,4,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
64950e3d-4479-3ff8-86f0-610631f8c8c9,8/6/2023,15.25,18.816666,0,9,2,7,6,0,3,7,6,6,5,8,7,6,2,10,1,0,7,8,9,4,1,3,9,8,0,4,1,8,7,4,5,3,8,8,10,4,1,6,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
c75f0422-466b-3386-9d53-ef45db589c37,8/6/2023,27.25,48.079758,4,3,3,7,0,3,2,9,6,10,5,3,5,9,6,1,4,7,4,8,1,2,6,6,9,6,1,9,7,8,8,7,6,1,2,0,7,10,9,4,Analytics,Finance,"[SUNDAY, SATURDAY]",TRUE
e28fe7e4-56a5-3d52-80ed-3cf702995320,8/6/2023,22.75,37.788094,9,10,6,8,1,1,1,2,8,1,3,9,3,7,9,2,0,8,10,5,9,1,9,6,2,1,2,8,1,8,6,3,4,0,2,1,4,2,0,6,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
f48e53a8-00c5-3e78-b5d5-0b996260be9d,8/6/2023,17.25,19.083332,10,2,7,6,3,5,0,4,0,2,5,5,9,8,4,1,5,7,2,0,9,5,7,2,8,2,4,1,10,8,6,10,8,5,7,0,4,4,9,2,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
9bb1bf5a-4d66-3ec6-add4-c23f38be2fe6,8/6/2023,31,17.820833,8,5,2,10,3,7,5,0,2,8,8,6,3,0,8,2,3,6,10,1,0,4,4,6,1,3,5,3,1,9,9,6,4,8,9,1,10,0,8,7,Customer_Service,Finance,"[SUNDAY, SATURDAY]",TRUE
e75b1caf-2b93-3d45-a872-c9f0a2061e56,8/6/2023,21.5,29.330555,7,3,8,3,0,3,3,3,1,9,7,0,7,0,6,10,3,9,10,10,10,7,9,5,6,4,4,9,9,1,9,4,8,8,7,10,10,4,2,8,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
9d709686-f3e9-331e-b920-64e879fd7b00,8/6/2023,27.25,39.22222,6,8,5,1,6,9,5,6,9,8,7,2,4,2,7,8,7,7,1,8,0,6,6,7,7,5,5,5,1,4,0,4,6,3,0,8,3,9,5,10,Analytics,Product,"[SUNDAY, SATURDAY]",TRUE
5baddb51-5f55-3e67-97a5-6462bbbf0d64,8/6/2023,16.5,14.7,2,9,8,0,6,4,7,7,10,2,3,7,8,8,1,5,8,10,0,2,4,3,2,6,9,6,8,6,2,1,10,8,3,7,9,4,2,6,0,0,Marketing,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
4b8c3979-ac9b-3311-af18-3f150262e796,8/6/2023,16,13.558334,9,3,7,7,10,8,10,1,10,6,6,0,3,2,3,7,0,4,2,7,10,3,3,0,8,6,9,1,8,3,6,2,8,6,3,10,2,2,6,0,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
bfe8421e-feab-36af-9e1a-d2cba8986426,8/6/2023,20,20.413889,7,1,2,5,10,7,3,8,4,5,6,3,3,6,1,5,4,8,5,6,4,6,2,3,1,10,2,1,3,1,7,1,10,3,10,5,6,2,4,0,Sales,HR,"[SUNDAY, SATURDAY]",TRUE
c9499f58-9942-32c2-8d48-f31a28176105,8/6/2023,10.75,9.875,3,10,0,10,9,1,0,1,2,0,4,10,4,8,2,9,0,10,9,1,4,10,1,6,0,8,4,6,10,0,8,2,3,7,8,9,0,10,3,5,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
efb4485c-f613-3e2c-92bd-62a4c6be70ca,8/6/2023,11.75,17.333332,1,5,3,5,7,1,1,9,9,0,0,4,4,4,7,2,5,9,0,5,8,7,5,2,0,10,6,9,0,7,2,3,0,3,1,10,6,9,5,10,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
ae0738a4-aa59-38ec-8041-2a34ba3da9a0,8/6/2023,41.5,43.887203,8,3,1,0,8,0,9,3,0,7,1,5,4,6,5,10,4,3,6,5,5,2,8,7,4,1,8,8,9,8,8,0,9,0,0,9,0,1,2,1,Engineering,Product,"[SUNDAY, SATURDAY]",TRUE
0f0cd4b5-0b59-396f-9854-7c33a36e1a71,8/6/2023,16,19.875,7,5,4,5,5,8,10,6,6,5,9,1,10,9,6,3,3,9,0,5,0,2,5,6,7,0,9,8,5,5,0,0,9,2,1,7,10,8,5,10,Sales,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
668f126e-ffd7-34f7-a61d-c0967a6ed37b,8/6/2023,62.25,34.843754,0,0,3,3,6,2,1,10,7,10,10,8,9,4,6,10,2,8,4,2,4,1,8,3,0,3,0,9,4,3,6,0,5,8,1,7,2,3,1,10,Customer_Service,Sales and Marketing,"[SUNDAY, SATURDAY]",TRUE
cfb29a01-5384-35d0-8c3e-1f3f662dfe01,8/6/2023,22,33.175,1,0,2,1,2,4,2,10,5,10,8,9,6,2,1,9,8,10,3,3,8,6,0,4,10,6,2,7,6,0,2,0,10,1,3,0,7,3,4,5,Marketing,Finance,"[SUNDAY, SATURDAY]",TRUE
5331908b-691b-3124-bdae-4ed8fa285474,8/6/2023,19,24.75,0,8,0,3,1,2,5,0,7,6,9,8,8,9,1,6,8,4,0,7,7,8,10,8,4,8,7,10,4,3,5,2,5,10,3,6,7,7,7,2,R_and_D,HR,"[SUNDAY, SATURDAY]",TRUE
8194bd05-0e6b-3436-8b29-e5b56f74d5b3,10/29/2023,5.75,8.6,10,5,6,8,2,0,6,2,10,8,0,4,4,2,4,8,6,3,6,3,7,7,5,7,2,8,10,5,8,2,1,5,8,7,8,5,0,7,5,9,R_and_D,Product,"[SUNDAY, SATURDAY]",TRUE
